ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Indoor/Outdoor,Product Type,Blade Span (Diameter) (in.),Ceiling Fan Efficiency (CFM/W),Fan Power Consumption-Low Speed (W),Fan Power Consumption-High Speed (W),Fan Power Consumption-Standby (W),Ceiling Fan Features,Ceiling Fan Components Warranty (Years),Shipped with ENERGY STAR Lamp(s),ENERGY STAR Lamp Partner,Total Light Output (lumens),Total Lighting Input Power (Watts),Power Factor of Light Kit,Light Color Appearance (CCT),Light Color Quality (CRI),Light Source Rated Life (Hours),Light Kit Dimmability,Connected Functionality,Connects Using,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2386171,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI43***,",,Each * to represent a letter or blank.",850021862015;850021862022;850021862039;850021862046;850021862053;850021862060,Indoor Ceiling Fan,Standard Fan Only,43,338.0,2.6,10.5,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-15,"United States, Canada",ES_1122596_AE+2WI43***_100420210342964_9719599,1
2385543,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI43L***,",,Each * to represent a letter or blank.",850021862015;850021862022;850021862039;850021862046;850021862053;850021862060,Indoor Ceiling Fan,Standard Fan with Light Kit,43,338.0,2.6,10.5,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-08,"United States, Canada",ES_1122596_AE+2WI43L***_100320212129901_3011261,1
2386170,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI50***,",,Each * to represent a letter or blank.",850021862077;850021862084;850021862091;850021862107;850021862114;850021862121,Indoor Ceiling Fan,Standard Fan Only,50,377.0,2.7,14.0,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-15,"United States, Canada",ES_1122596_AE+2WI50***_100420210346105_2817234,1
2385542,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI50L***,",,Each * to represent a letter or blank.",850021862077;850021862084;850021862091;850021862107;850021862114;850021862121,Indoor Ceiling Fan,Standard Fan with Light Kit,50,377.0,2.7,14.0,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-08,"United States, Canada",ES_1122596_AE+2WI50L***_100420210330214_5893703,1
2386169,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI60***,",,Each * to represent a letter or blank.",850021862138;850021862145;850021862152;850021862169;850021862176;850021862183,Indoor Ceiling Fan,Standard Fan Only,60,483.0,2.9,16.2,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-15,"United States, Canada",ES_1122596_AE+2WI60***_100420210346643_5493174,1
2385541,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+2WI60L***,",,Each * to represent a letter or blank.",850021862138;850021862145;850021862152;850021862169;850021862176;850021862183,Indoor Ceiling Fan,Standard Fan with Light Kit,60,483.0,2.9,16.2,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-08,"United States, Canada",ES_1122596_AE+2WI60L***_10042021033087_5159747,1
2386240,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI43***,",,Each * to represent a letter or blank.",850021862190;850021862206;850021862213;850021862220;850021862237;850021862244,Indoor Ceiling Fan,Standard Fan Only,43,314.0,2.7,13.5,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI43***_100420210607911_3734263,1
2386231,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI43L***,",,Each * to represent a letter or blank.",850021862190;850021862206;850021862213;850021862220;850021862237;850021862244,Indoor Ceiling Fan,Standard Fan with Light Kit,43,314.0,2.7,13.5,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI43L***_100420210015936_2212891,1
2386241,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI50***,",,Each * to represent a letter or blank.",850021862251;850021862268;850021862275;850021862282;850021862299;850021862305,Indoor Ceiling Fan,Standard Fan Only,50,331.0,2.8,19.3,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI50***_100420210607864_7515674,1
2386233,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI50L***,",,Each * to represent a letter or blank.",850021862251;850021862268;850021862275;850021862282;850021862299;850021862305,Indoor Ceiling Fan,Standard Fan with Light Kit,50,331.0,2.8,19.3,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI50L***_100420210024710_4367683,1
2386242,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI60***,",,Each * to represent a letter or blank.",850021862312;850021862329;850021862336;850021862343;850021862350;850021862367,Indoor Ceiling Fan,Standard Fan Only,60,392.0,3.0,22.2,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI60***_100420210607250_8456410,1
2386232,Aeratron Pty Ltd,Aeratron,Ceiling Fan,AE+3WI60L***,",,Each * to represent a letter or blank.",850021862312;850021862329;850021862336;850021862343;850021862350;850021862367,Indoor Ceiling Fan,Standard Fan with Light Kit,60,392.0,3.0,22.2,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-05,"United States, Canada",ES_1122596_AE+3WI60L***_100420210024790_8900104,1
2386497,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI43***,",,Each * to represent a letter or blank.",850021862374;850021862381;850021862398;850021862404;850021862411;850021862428,Indoor Ceiling Fan,Standard Fan Only,43,272.0,2.7,11.5,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI43***_100420210754903_4411515,1
2386495,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI43L***,",,Each * to represent a letter or blank.",850021862374;850021862381;850021862398;850021862404;850021862411;850021862428,Indoor Ceiling Fan,Standard Fan with Light Kit,43,272.0,2.7,11.5,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI43L_100420210201944_8468278,1
2386498,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI50***,",,Each * to represent a letter or blank.",850021862435;850021862442;850021862459;850021862466;850021862473;850021862480,Indoor Ceiling Fan,Standard Fan Only,50,245.0,2.9,21.8,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI50***_100420210754464_6690559,0
2386494,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI50L***,",,Each * to represent a letter or blank.",850021862435;850021862442;850021862459;850021862466;850021862473;850021862480,Indoor Ceiling Fan,Standard Fan with Light Kit,50,245.0,2.9,21.8,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI50L_100420210201519_2159993,0
2386496,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI60***,",,Each * to represent a letter or blank.",850021862497;850021862503;850021862510;850021862527;850021862534;850021862541,Indoor Ceiling Fan,Standard Fan Only,60,340.0,2.8,18.6,0.5,,3.0,0,,,,,,,,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI60***_100420210754916_6049121,1
2400287,Carro USA Inc.,Carro,CES525BL,CES525BL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,150.8,2.7,25.5,1.7,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES525BL_03192022165119_1238652,0
2400178,Carro USA Inc.,Carro,CES525JL,CES525JL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,52,159.1,2.9,27.2,1.8,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-15,United States,ES_1145460_CES525JL_06292022145015_1286545,0
2400301,Carro USA Inc.,Carro,CES563BL,CES563BL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,56,136.8,3.0,45.1,1.7,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES563BL_08012022153750_4268586,0
2370886,Carro USA Inc.,Carro,CES-563FL,CES-563FL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,56,190.4,2.5,32.3,1.7,,,0,Edison Opto Corporation,3360.0,40.0,0.96,,93.0,50000.0,1,0,,2020-11-01,2020-12-14,United States,ES_1145460_CES-563FL_11132020105535_459234,0
2400292,Carro USA Inc.,Carro,CES565B3L,CES565B3L,",CES565B6L,",,Indoor Ceiling Fan,Standard Fan with Light Kit,56,171.7,3.7,25.7,1.9,,,0,Edison Opto Corporation,2340.0,24.0,0.9,,93.0,50000.0,1,0,,2022-03-01,2022-08-18,United States,ES_1145460_CES565B3L_08012022152411_3293819,0
2371597,Carro USA Inc.,Carro,CES-603FL,CES-603FL,,,Indoor Ceiling Fan,Standard Fan with Light Kit,60,212.7,2.6,28.0,1.7,,,0,Edison Opto Corporation,3360.0,40.0,0.96,,93.0,50000.0,1,0,,2020-11-01,2021-01-04,United States,ES_1145460_CES-603FL_11162020111343_9875643,0
3994446,Carro USA Inc.,Carro,CFR523Q5L,CFR523Q5L,",CES523Q5L,; ,CES523Q5L-FM,; ,CES523Q5L-FMA,; ,CES523Q5N,; ,CES523Q5N-FM,; ,CES523Q5N-FMA,; ,CFP523Q5L,; ,CFP523Q5L-FM,; ,CFP523Q5L-FMA,; ,CFP523Q5N,; ,CFP523Q5N-FM,; ,CFP523Q5N-FMA,; ,CFR523Q5L-FM,; ,CFR523Q5L-FMA,; ,CFR523Q5N,; ,CFR523Q5N-FM,; ,CFR523Q5N-FMA,; ,CFW523Q5L,; ,CFW523Q5L-FM,; ,CFW523Q5L-FMA,; ,CFW523Q5N,; ,CFW523Q5N-FM,; ,CFW523Q5N-FMA,; ,CPW523Q5L,; ,CPW523Q5L-FM,; ,CPW523Q5L-FMA,; ,CPW523Q5N,; ,CPW523Q5N-FM,; ,CPW523Q5N-FMA,; ,CRP523Q5L,; ,CRP523Q5L-FM,; ,CRP523Q5L-FMA,; ,CRP523Q5N,; ,CRP523Q5N-FM,; ,CRP523Q5N-FMA,; ,CRW523Q5L,; ,CRW523Q5L-FM,; ,CRW523Q5L-FMA,; ,CRW523Q5N,; ,CRW523Q5N-FM,; ,CRW523Q5N-FMA,; ,P523Q5L,; ,P523Q5L-FM,; ,P523Q5L-FMA,; ,P523Q5N,; ,P523Q5N-FM,; ,P523Q5N-FMA,; ,PR523Q5L,; ,PR523Q5L-FM,; ,PR523Q5L-FMA,; ,PR523Q5N,; ,PR523Q5N-FM,; ,PR523Q5N-FMA,; ,PRW523Q5L,; ,PRW523Q5L-FM,; ,PRW523Q5L-FMA,; ,PRW523Q5N,; ,PRW523Q5N-FM,; ,PRW523Q5N-FMA,; ,PW523Q5L,; ,PW523Q5L-FM,; ,PW523Q5L-FMA,; ,PW523Q5N,; ,PW523Q5N-FM,; ,PW523Q5N-FMA,; ,R523Q5L,; ,R523Q5L-FM,; ,R523Q5L-FMA,; ,R523Q5N,; ,R523Q5N-FM,; ,R523Q5N-FMA,; ,RPW523Q5L,; ,RPW523Q5L-FM,; ,RPW523Q5L-FMA,; ,RPW523Q5N,; ,RPW523Q5N-FM,; ,RPW523Q5N-FMA,; ,SFP523Q5L,; ,SFP523Q5L-FM,; ,SFP523Q5L-FMA,; ,SFP523Q5N,; ,SFP523Q5N-FM,; ,SFP523Q5N-FMA,; ,SFR523Q5L,; ,SFR523Q5L-FM,; ,SFR523Q5L-FMA,; ,SFR523Q5N,; ,SFR523Q5N-FM,; ,SFR523Q5N-FMA,; ,SFW523Q5L,; ,SFW523Q5L-FM,; ,SFW523Q5L-FMA,; ,SFW523Q5N,; ,SFW523Q5N-FM,; ,SFW523Q5N-FMA,; ,SPR523Q5L,; ,SPR523Q5L-FM,; ,SPR523Q5L-FMA,; ,SPR523Q5N,; ,SPR523Q5N-FM,; ,SPR523Q5N-FMA,; ,SR523Q5L,; ,SR523Q5L-FM,; ,SR523Q5L-FMA,; ,SR523Q5N,; ,SR523Q5N-FM,; ,SR523Q5N-FMA,; ,SW523Q5L,; ,SW523Q5L-FM,; ,SW523Q5L-FMA,; ,SW523Q5N,; ,SW523Q5N-FM,; ,SW523Q5N-FMA,; ,SWR523Q5L,; ,SWR523Q5L-FM,; ,SWR523Q5L-FMA,; ,SWR523Q5N,; ,SWR523Q5N-FM,; ,SWR523Q5N-FMA,; ,W523Q5L,; ,W523Q5L-FM,; ,W523Q5L-FMA,; ,W523Q5N,; ,W523Q5N-FM,; ,W523Q5N-FMA,; ,WR523Q5L,; ,WR523Q5L-FM,; ,WR523Q5L-FMA,; ,WR523Q5N,; ,WR523Q5N-FM,; ,WR523Q5N-FMA,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,241.7,2.3,20.6,0.4,,,0,,,,,,,,1,0,,2024-08-01,2025-02-13,United States,ES_1145460_CFR523Q5L_12302024114752_83923,0
3994444,Carro USA Inc.,Carro,CFR524E5L,CFR524E5L,",CES524E5L,; ,CES524E5L-FM,; ,CES524E5L-FMA,; ,CES524E5N,; ,CES524E5N-FM,; ,CES524E5N-FMA,; ,CFP524E5L,; ,CFP524E5L-FM,; ,CFP524E5L-FMA,; ,CFP524E5N,; ,CFP524E5N-FM,; ,CFP524E5N-FMA,; ,CFR524E5L-FM,; ,CFR524E5L-FMA,; ,CFR524E5N,; ,CFR524E5N-FM,; ,CFR524E5N-FMA,; ,CFW524E5L,; ,CFW524E5L-FM,; ,CFW524E5L-FMA,; ,CFW524E5N,; ,CFW524E5N-FM,; ,CFW524E5N-FMA,; ,CPW524E5L,; ,CPW524E5L-FM,; ,CPW524E5L-FMA,; ,CPW524E5N,; ,CPW524E5N-FM,; ,CPW524E5N-FMA,; ,CRP524E5L,; ,CRP524E5L-FM,; ,CRP524E5L-FMA,; ,CRP524E5N,; ,CRP524E5N-FM,; ,CRP524E5N-FMA,; ,CRW524E5L,; ,CRW524E5L-FM,; ,CRW524E5L-FMA,; ,CRW524E5N,; ,CRW524E5N-FM,; ,CRW524E5N-FMA,; ,P524E5L,; ,P524E5L-FM,; ,P524E5L-FMA,; ,P524E5N,; ,P524E5N-FM,; ,P524E5N-FMA,; ,PR524E5L,; ,PR524E5L-FM,; ,PR524E5L-FMA,; ,PR524E5N,; ,PR524E5N-FM,; ,PR524E5N-FMA,; ,PRW524E5L,; ,PRW524E5L-FM,; ,PRW524E5L-FMA,; ,PRW524E5N,; ,PRW524E5N-FM,; ,PRW524E5N-FMA,; ,PW524E5L,; ,PW524E5L-FM,; ,PW524E5L-FMA,; ,PW524E5N,; ,PW524E5N-FM,; ,PW524E5N-FMA,; ,R524E5L,; ,R524E5L-FM,; ,R524E5L-FMA,; ,R524E5N,; ,R524E5N-FM,; ,R524E5N-FMA,; ,RPW524E5L,; ,RPW524E5L-FM,; ,RPW524E5L-FMA,; ,RPW524E5N,; ,RPW524E5N-FM,; ,RPW524E5N-FMA,; ,SFP524E5L,; ,SFP524E5L-FM,; ,SFP524E5L-FMA,; ,SFP524E5N,; ,SFP524E5N-FM,; ,SFP524E5N-FMA,; ,SFR524E5L,; ,SFR524E5L-FM,; ,SFR524E5L-FMA,; ,SFR524E5N,; ,SFR524E5N-FM,; ,SFR524E5N-FMA,; ,SFW524E5L,; ,SFW524E5L-FM,; ,SFW524E5L-FMA,; ,SFW524E5N,; ,SFW524E5N-FM,; ,SFW524E5N-FMA,; ,SPR524E5L,; ,SPR524E5L-FM,; ,SPR524E5L-FMA,; ,SPR524E5N,; ,SPR524E5N-FM,; ,SPR524E5N-FMA,; ,SR524E5L,; ,SR524E5L-FM,; ,SR524E5L-FMA,; ,SR524E5N,; ,SR524E5N-FM,; ,SR524E5N-FMA,; ,SW524E5L,; ,SW524E5L-FM,; ,SW524E5L-FMA,; ,SW524E5N,; ,SW524E5N-FM,; ,SW524E5N-FMA,; ,SWR524E5L,; ,SWR524E5L-FM,; ,SWR524E5L-FMA,; ,SWR524E5N,; ,SWR524E5N-FM,; ,SWR524E5N-FMA,; ,W524E5L,; ,W524E5L-FM,; ,W524E5L-FMA,; ,W524E5N,; ,W524E5N-FM,; ,W524E5N-FMA,; ,WR524E5L,; ,WR524E5L-FM,; ,WR524E5L-FMA,; ,WR524E5N,; ,WR524E5N-FM,; ,WR524E5N-FMA,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,242.4,1.5,22.7,0.0,,,0,,,,,,,,1,0,,2024-08-01,2025-02-13,United States,ES_1145460_CFR524E5L_12302024144349_8298312,0
2386493,Aeratron Pty Ltd,Aeratron,Ceiling Fan,FR3WI60L***,",,Each * to represent a letter or blank.",850021862497;850021862503;850021862510;850021862527;850021862534;850021862541,Indoor Ceiling Fan,Standard Fan with Light Kit,60,340.0,2.8,18.6,0.5,,3.0,0,"Shenzhen MTC Lighting Co., Ltd.",900.0,13.0,0.94,,92.0,54000.0,1,0,,2022-01-01,2021-10-18,"United States, Canada",ES_1122596_FR3WI60L_100420210202982_2071885,1
3701827,Artika for Living Inc.,Artika,23FAN-DAR-W2BL,23FAN-DAR-W2BL,",23FAN-DAR-******,",,Indoor Ceiling Fan,Hugger Fan with Light Kit,19,69.0,4.8,27.7,0.8,,,0,,,,,,,,1,0,,2024-09-01,2024-10-09,"United States, Canada",ES_1130831_23FAN-DAR-W2BL_09262024181748_7418023,0
4510373,Artika for Living Inc.,Artika,28FAN-SUVR-C2BN,28FAN-SUVR-C2BN,",28FAN-SUVR-********,; ,28FAN-SUVR-BL,; ,28FAN-SUVR-BLC,; ,28FAN-SUVR-C2BNC,",,Indoor Ceiling Fan,Standard Fan with Light Kit,25,91.0,5.0,23.9,0.4,,5.0,0,,,,,,,,1,0,,2025-09-01,2025-09-26,"United States, Canada",ES_1130831_28FAN-SUVR-C2BN_09222025163952_5924035,0
3942783,Artika for Living Inc.,Artika,52FAN-ELRHD1BL,52FAN-ELRHD1BL,",52FAN-ELR-******,; ,52FAN-ELR-HD1WH,",,Indoor Ceiling Fan,Standard Fan with Light Kit,52,271.7,4.0,18.0,0.6,,3.0,0,,,,,,,,1,0,,2025-01-01,2025-01-16,"United States, Canada",ES_1130831_52FAN-ELRHD1BL_01062025184838_5512201,0
3629546,Artika for Living Inc.,Artika,FAN-AUR-C2BL,FAN-AUR-C2BL,",FAN-AUR-******,",,Indoor Ceiling Fan,Standard Fan with Light Kit,19,69.3,4.0,29.0,0.7,,,0,,,,,,,,1,0,,2024-09-01,2024-09-23,"United States, Canada",ES_1130831_FAN-AUR-C2BL_09142024112250_8425561,0
2373061,Artika for Living Inc.,Artika,FAN-SUR-SL,FAN-SUR-SL,",FAN-AIR-******,; ,FAN-AIR-DHD2BL,; ,FAN-AIR-HD2BL,; ,FAN-ALR-*****,; ,FAN-ALR-DHD2BL,; ,FAN-ALR-HD2BL,; ,FAN-HOC-******,; ,FAN-HOC-BN,; ,FAN-HUC-******,; ,FAN-HUC-BN,; ,FAN-KAR-******,; ,FAN-KAR-DHD2BL,; ,FAN-KAR-HD2BL,; ,FAN-SUR-******,",,Indoor Ceiling Fan,Standard Fan with Light Kit,19,60.1,4.6,30.5,1.3,,,0,,,,,,,,1,0,,2021-03-08,2024-02-01,"United States, Canada",ES_1130831_FAN-SUR-SL_01272021155451_5107995,0
2687115,"Artisan Industrial Co., Ltd.",Noma Iq,152-2699-4,152-2699-4,,4714127360553,Indoor Ceiling Fan,Standard Fan with Light Kit,52,153.2,2.7,36.0,1.0,,,0,,,,,,,,1,0,,2023-10-01,2023-10-30,"United States, Canada",ES_1117080_152-2699-4_10262023181238_3038751,0
2732013,"Bel Air Lighting, Trans Globe Lighting",Trans Globe,ES-F-1034 BN,ES-F-1034 BN,",ES-F-1034 BK,",736916734844;736916736671,Indoor Ceiling Fan,Standard Fan with Light Kit,52,227.3,3.9,23.3,0.9,,,0,,,,,,,,1,0,,2023-12-01,2023-11-01,United States,ES_1047435_ES-F-1034 BN_10312023132201_8269922,0
3436431,"Bel Air Lighting, Trans Globe Lighting",Trans Globe,F-1034-ES NLKBN,F-1034-ES NLKBN,",F-1034-ES NLKBK,",736916733991;736916742764,Indoor Ceiling Fan,Standard Fan Only,52,231.7,3.8,22.9,0.8,,,0,,,,,,,,1,0,,2024-05-01,2024-04-16,United States,ES_1047435_F-1034-ES NLKBN_04112024093710_7494928,0
3360663,"Bel Air Lighting, Trans Globe Lighting",Trans Globe Lighting,Ceiling Fans,F-1020-ES **,",,(Model with suffix *, where * may be blank or alphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,111.3,12.5,50.8,0.0,,3.0,0,,,,,,,,1,0,,2024-01-08,2024-01-08,United States,ES_1047435_F-1020-ES **_010820240934678_7623551,0
3360659,"Bel Air Lighting, Trans Globe Lighting",Trans Globe Lighting,Ceiling Fans,F-1023-ES **,",,(Model with suffix *, where * may be blank or alphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,113.3,12.4,51.3,0.0,,3.0,0,,,,,,,,1,0,,2024-01-08,2024-01-08,United States,ES_1047435_F-1023-ES **_010820240555211_6502292,0
3360661,"Bel Air Lighting, Trans Globe Lighting",Trans Globe Lighting,Ceiling Fans,F-1024-ES **,",,(Model with suffix *, where * may be blank or alphanumeric character)",,Indoor Ceiling Fan,Standard Fan Only,52,113.5,12.4,50.2,0.0,,3.0,0,,,,,,,,1,0,,2024-01-08,2024-01-08,United States,ES_1047435_F-1024-ES **_01082024063121_1822913,0
4481391,Big Ass Fans,Big Ass Fans,Bison,BS1-60,,840325224794;840325224800;840325224916;840325224923,Indoor Ceiling Fan,Standard Fan Only,60,214.0,5.0,23.6,0.0,,3.0,0,,,,,,,,1,1,,2025-08-04,2025-08-18,United States,ES_1113298_BS1-60_08082025123609_9864465,0
4481147,Big Ass Fans,Big Ass Fans,Bison,BS1-72,,840325224817;840325224824;840325224930;840325224947,Indoor Ceiling Fan,Standard Fan Only,72,257.0,5.5,39.6,0.0,,3.0,0,,,,,,,,1,1,,2025-08-04,2025-08-08,United States,ES_1113298_BS1-72_08082025131737_8450433,0
4481460,Big Ass Fans,Big Ass Fans,Bison,BS1-84,,840325224831;840325224848;840325224954;840325224961,Indoor Ceiling Fan,Standard Fan Only,84,306.0,6.0,45.7,0.0,,3.0,0,,,,,,,,1,1,,2025-08-04,2025-08-20,United States,ES_1113298_BS1-84_08082025134322_8579522,0
3722038,Big Ass Fans,Big Ass Fans,Haiku Coastal,MK-HKC1-052506,,840325216294;840325216300;840325216317;840325216676;840325216683,Outdoor Ceiling Fan,Low-Mount HSSD Fan Only,60,260.0,,35.7,2.8,,3.0,0,,,,,,,,1,0,,2024-10-07,2024-10-30,United States,ES_1113298_MK-HKC1-052506_06142024091826_1525842,0
3814689,Big Ass Fans,Big Ass Fans,Haiku L,FR112C-U1H,,810013337419,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,44,242.0,,19.5,2.0,Occupancy sensor,5.0,0,,,,,,,,1,1,,2024-11-01,2024-11-22,United States,ES_1113298_FR112C-U1H_11192024135347_3702203,0
3892121,Big Ass Fans,Big Ass Fans,Haiku L,FR127C-U1H,,,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,52,269.0,,33.5,0.0,Occupancy sensor,3.0,0,,,,,,,,1,1,,2024-11-01,2024-12-18,United States,ES_1113298_FR127C-U1H_12182024082835_1222955,0
3815193,Big Ass Fans,Big Ass Fans,I6,MK-i61-051800,,810013333022,Indoor Ceiling Fan,Standard Fan Only,60,268.0,3.1,23.3,2.0,Occupancy sensor,5.0,0,,,,,,,,1,1,,2024-11-01,2024-11-27,United States,ES_1113298_MK-i61-051806_11192024100301_3982716,0
3813036,Big Ass Fans,Big Ass Fans,I6,MK-i61-051806,,840325211763,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,60,285.0,,37.6,2.0,Occupancy sensor,3.0,0,,,,,,,,1,1,,2024-11-01,2024-11-21,United States,ES_1113298_MK-i61-051806_11192024100301_1408197,0
3815194,Big Ass Fans,Big Ass Fans,I6,MK-i61-051900,,810013332933,Indoor Ceiling Fan,Standard Fan Only,60,263.0,3.2,24.1,2.0,Occupancy sensor,5.0,0,,,,,,,,1,1,,2024-11-01,2024-11-27,United States,ES_1113298_MK-i61-051806_11192024100301_0199938,0
3815195,Big Ass Fans,Big Ass Fans,I6,MK-i61-051906,,810013332933,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,60,278.0,,36.5,2.0,Occupancy sensor,3.0,0,,,,,,,,1,1,,2024-11-01,2024-11-27,United States,ES_1113298_MK-i61-051906_11192024125302_9203877,0
3814687,Big Ass Fans,Big Ass Fans,I6,MK-i61-061806,,840325211879,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,72,325.0,,41.5,2.0,Occupancy sensor,5.0,0,,,,,,,,1,1,,2024-11-01,2024-12-17,United States,ES_1113298_MK-i61-051906_11192024125302_2517816,0
3815196,Big Ass Fans,Big Ass Fans,I6,MK-i61-061906,,810013332940,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,72,334.0,,40.2,2.0,Occupancy sensor,3.0,0,,,,,,,,1,1,,2024-11-01,2024-11-27,United States,ES_1113298_MK-i61-051906_11192024125302_0297822,0
3814688,Big Ass Fans,Big Ass Fans,I6,MK-i61-071806,,810013338874,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,84,418.0,,39.8,2.0,Occupancy sensor,5.0,0,,,,,,,,1,1,,2024-11-01,2024-11-22,United States,ES_1113298_MK-i61-071806_11192024132621_6082879,1
3815197,Big Ass Fans,Big Ass Fans,I6,MK-i61-071906,,840325209265,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,84,412.0,,40.1,2.0,Occupancy sensor,3.0,0,,,,,,,,1,1,,2024-11-01,2024-11-27,United States,ES_1113298_MK-i61-071806_11192024132621_9282156,1
3892603,Big Ass Fans,Big Ass Fans,Mammoth,MM1-60,,840325218762;840325218779,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,60,214.0,,23.5,0.0,,3.0,0,,,,,,,,1,1,,2025-01-14,2025-01-08,United States,ES_1113298_MM1-60_01022025095206_6233941,0
3892608,Big Ass Fans,Big Ass Fans,Mammoth,MM1-72,,840325218786;840325218793,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,72,257.0,,38.9,0.0,,3.0,0,,,,,,,,1,1,,2025-01-14,2025-01-08,United States,ES_1113298_MM1-72_01022025095456_8616297,0
3892609,Big Ass Fans,Big Ass Fans,Mammoth,MM1-84,,840325218809;840325218816,Indoor Ceiling Fan,Low-Mount HSSD Fan Only,84,292.0,,44.5,0.0,,3.0,0,,,,,,,,1,1,,2025-01-14,2025-01-08,United States,ES_1113298_MM1-84_01022025095739_5339761,0
