"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Indoor/Outdoor","Product Type","Blade Span (Diameter) (in.)","Ceiling Fan Efficiency (CFM/W)","Fan Power Consumption-Low Speed (W)","Fan Power Consumption-High Speed (W)","Fan Power Consumption-Standby (W)","Ceiling Fan Features","Ceiling Fan Components Warranty (Years)","Shipped with ENERGY STAR Lamp(s)","ENERGY STAR Lamp ESUID","Alternate ENERGY STAR Lamps ESUIDs","ENERGY STAR Lamp Partner","Lamp Model Number","Light Source Technology","Total Light Output (lumens)","Total Lighting Input Power (Watts)","Lighting Efficiency – Measured outside the Fixture (lm/W)","Lighting Efficiency – Measured at the Source (lm/W)","Power Factor of Light Kit","Light Color Appearance (CCT)","Light Color Quality (CRI)","Light Source Rated Life (Hours)","Light Sources Per Light Kit","Light Source Connection/Base Type","Light Kit Dimmability","Special Lighting Features (Dimming, Motion Sensing, etc.)","Ceiling Fan Light Kit Warranty (yrs)","Connected Functionality","Connects Using","Notes","Date Available on Market","Date Certified","Markets","CB Model Identifier","Meets ENERGY STAR Most Efficient 2025 Criteria"
"3361168","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069BP-BP","","723554200381","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069BP-BP_01172024000000_8244534","No"
"3361154","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069MBK-MBK","","723554200411","Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069MBK-MBK_01172024000000_4209553","No"
"3361169","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069MBK-MBK","","723554200411","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069MBK-MBK_01172024000000_8181178","No"
"3361155","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069OB-OB","","723554200404","Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069OB-OB_01172024000000_6036837","No"
"3361170","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069OB-OB","","723554200404","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069OB-OB_01172024000000_6048092","No"
"3361156","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069WW-WW","","723554200398","Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069WW-WW_01172024000000_8475169","No"
"3361171","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069WW-WW","","723554200398","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","111","10.1","44.7","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1069WW-WW_01172024000000_8772507","No"
"2668041","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VI","1048-1**********",",,""*""      can be any of characters or blank","","Indoor Ceiling Fan","Standard Fan Only","52","124","10.5","44.5","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/18/2023","09/18/2023","United States","ES_1023643_1048-1**********_09182023000000_0193955","No"
"2668067","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VI","1048LED-1**********",",,""*""      can be any of characters or blank","","Indoor Ceiling Fan","Standard Fan Only","52","125","10.5","44.5","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/18/2023","09/18/2023","United States","ES_1023643_1048LED-1**********_09182023000000_6218160","No"
"2376724","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067",",,1067 may be followed by one to twenty-six","","Outdoor Ceiling Fan","Standard Fan Only","52","125","10.4","45.4","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2021","04/21/2021","United States","ES_1023643_1067_042020212138134_5467584","No"
"3361142","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067BP-BP","","723554200909","Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067BP-BP_01172024000000_4478557","No"
"3361176","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067BP-BP","","723554200909","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067BP-BP_01172024000000_8792994","No"
"3361143","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067MBK-MBK","","723554200916","Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067MBK-MBK_01172024000000_9947872","No"
"3361177","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067MBK-MBK","","723554200916","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067MBK-MBK_01172024000000_4270692","No"
"3361144","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067OB-OB","","723554200923","Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067OB-OB_01172024000000_4153795","No"
"3361178","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067OB-OB","","723554200923","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067OB-OB_01172024000000_6877125","No"
"3361145","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067WW-WW","","723554200930","Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067WW-WW_01172024000000_6533252","No"
"3361179","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067WW-WW","","723554200930","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","119","10.6","44","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1067WW-WW_01172024000000_7328219","No"
"2376722","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068",",,1068 may be followed by one to twenty-six","","Outdoor Ceiling Fan","Standard Fan Only","52","119","10.3","45.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2021","04/21/2021","United States","ES_1023643_1068_042020212124348_1392483","No"
"3361149","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068BP-BP","","723554201296","Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068BP-BP_01172024000000_0917922","No"
"3361172","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068BP-BP","","723554201296","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068BP-BP_01172024000000_9185745","No"
"3361150","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068MBK-MBK","","723554201302","Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068MBK-MBK_01172024000000_8662502","No"
"3361173","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068MBK-MBK","","723554201302","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068MBK-MBK_01172024000000_0226188","No"
"3361151","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068OB-OB","","723554201319","Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068OB-OB_01172024000000_0135297","No"
"3361174","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068OB-OB","","723554201319","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068OB-OB_01172024000000_3927194","No"
"3361152","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068WW-WW","","723554201326","Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068WW-WW_01172024000000_3344874","No"
"3361175","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068WW-WW","","723554201326","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","52","114","10.5","44.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1068WW-WW_01172024000000_0602447","No"
"2401838","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037","Aldea XI,1037***-***,Model with suffix (*), each (*) to represent a letter or blank.","723554204334;723554204341;723554204389;723554204396","Outdoor Ceiling Fan","Standard Fan Only","44","134","10.4","33.6","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","11/15/2022","09/12/2022","United States","ES_1023643_1037_091220220949840_5794887","No"
"3361157","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037BP-BP","","723554204389","Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037BP-BP_01172024000000_0115106","No"
"3361164","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037BP-BP","","723554204389","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037BP-BP_01172024000000_8786090","No"
"3361158","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037MBK-MBK","","723554204334","Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037MBK-MBK_01172024000000_1892437","No"
"3361165","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037MBK-MBK","","723554204334","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037MBK-MBK_01172024000000_4961112","No"
"3361159","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037OB-OB","","723554204396","Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037OB-OB_01172024000000_1238527","No"
"3361166","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037OB-OB","","723554204396","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037OB-OB_01172024000000_4797130","No"
"3361160","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037WW-WW","","723554204341","Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037WW-WW_01172024000000_7308635","No"
"3361167","Royal Pacific Ltd.","RP Lighting & Fans","Aldea XI","1037WW-WW","","723554204341","Outdoor Ceiling Fan,Indoor Ceiling Fan","Standard Fan Only","44","121","10.6","35.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/17/2024","01/17/2024","United States","ES_1023643_1037WW-WW_01172024000000_7271113","No"
"2347744","Royal Pacific Ltd.","RP Lighting & Fans","Arctic II","1070W","","","Outdoor Ceiling Fan","Standard Fan Only","70","299.3","6.5","39.9","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","09/30/2019","09/20/2019","United States","ES_1023643_1070W_09232019061157_9117249","No"
"2379569","Visual Comfort & Co.","Monte Carlo","72"" Loft","6LFR72RZWD","","014817611724;14817611724","Indoor Ceiling Fan","Standard Fan with Light Kit","72","288","3.6","33.2","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1,770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","07/24/2021","06/08/2021","United States, Canada","ES_1113136_6LFR72RZWD_060820210442755_7342176","No"
"2404959","Visual Comfort & Co.","Monte Carlo","Adler 52","3ADR52******",",,(each * to represent a letter, a number or blank)","014817628524;014817628531;014817628548;014817628555;014817628562;14817628524;14817628531;14817628548;14817628555;14817628562","Indoor Ceiling Fan","Standard Fan Only","52","156","2.2","28.6","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/01/2023","11/22/2022","United States, Canada","ES_1113136_3ADR52_112220220825104_5501250","No"
"4016001","Visual Comfort & Co.","Monte Carlo","Adler 60","3ADR60******",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan Only","60","200","3.1","29.5","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/22/2025","United States, Canada","ES_1113136_3ADR60******_042220250945839_3735212","No"
"4015897","Visual Comfort & Co.","Monte Carlo","ALMA SMART 52","3ALMSM52***",",,(each * to represent a letter, a number or blank)","014817627985;014817627992;014817628005;014817628012;014817672978","Indoor Ceiling Fan","Standard Fan Only","52","232","3","24.4","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/18/2025","United States, Canada","ES_1113136_3ALMSM52**_032020250208974_2433655","No"
"2382277","Visual Comfort & Co.","Monte Carlo","ASPEN","5ASPR56*D","ASPEN,56SG7-L-D,(Additional Identifying Model Information - ""*"" can be any length of characters or blank)","014817606515;014817606522;014817606539;014817611786;014817611793;014817611809;14817606515;14817606522;14817606539;14817611786;14817611793;14817611809","Indoor Ceiling Fan","Standard Fan with Light Kit","56","215","5.2","41.4","1.7","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1,010","15",,,"0.95","3000K","90","54,000","","","Yes","","","No","","","06/30/2021","07/20/2021","United States, Canada","ES_1113136_5ASPR56*D_071420210444906_8115134","No"
"4015801","Visual Comfort & Co.","Monte Carlo","Aspen 56","5ASPR56***",",,(each * to represent a letter, a number or blank)","014817606515;014817606522;014817606539;014817611786;014817611793;014817611809","Indoor Ceiling Fan","Standard Fan Only","56","215","5.2","41.4","1.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/16/2025","United States, Canada","ES_1113136_5ASPR56***_041620250808952_2946767","No"
"4015653","Visual Comfort & Co.","Monte Carlo","Aspen 70","5ASPR70***",",,(each * to represent a letter, a number or blank)","014817611816;014817611823;014817611830;014817611847;014817611854","Indoor Ceiling Fan","Standard Fan Only","70","211","3.3","37.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/15/2025","United States, Canada","ES_1113136_5ASPR70***_041520250715119_2388307","No"
"4016405","Visual Comfort & Co.","Monte Carlo","ASPEN 84","5ASPR84","","","Indoor Ceiling Fan","Standard Fan Only","84","358","8.5","25.3","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/09/2025","United States, Canada","ES_1113136_5ASPR84_03202025012388_1239763","No"
"4016404","Visual Comfort & Co.","Monte Carlo","ASPEN 84","5ASPR84*",",,""*"" is optional and stands for different colors, where each * can be a letter or a number, or blank","","Indoor Ceiling Fan","Standard Fan Only","84","358","8.5","25.3","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/09/2025","United States, Canada","ES_1113136_5ASPR84*_040920250859570_3533478","No"
"4015597","Visual Comfort & Co.","Monte Carlo","ASPEN 84","5ASPR84*D",",,""*"" is optional and stands for different colors, where each * can be a letter or a number, or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","84","358","8.5","25.3","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/08/2025","United States, Canada","ES_1113136_5ASPR84*D_032020250253554_6604831","No"
"4015596","Visual Comfort & Co.","Monte Carlo","ASPEN 84","5ASPR84D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","84","358","8.5","25.3","1.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/08/2025","United States, Canada","ES_1113136_5ASPR84D_040820250710558_4245046","No"
"4497676","Visual Comfort & Co.","Monte Carlo","ASPEN COASTAL 56","5ASPCR56*",",,""*"" is optional and stands for different colors, where each * can be a letter or a number, or blank","014817658446;014817658453","Indoor Ceiling Fan","Standard Fan Only","56","215","2.5","29","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/01/2025","09/03/2025","United States, Canada","ES_1113136_5ASPCR56*_082720250010857_7952773","No"
"4498409","Visual Comfort & Co.","Monte Carlo","ASPEN COASTAL 70","5ASPCR70*",",,""*"" is optional and stands for different colors, where each * can be a letter or a number, or blank","014817658460;014817658477","Indoor Ceiling Fan","Standard Fan Only","70","266","2.7","30.8","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/01/2025","09/05/2025","United States, Canada","ES_1113136_5ASPCR70*_082720250024788_6365229","No"
"2358005","Visual Comfort & Co.","Monte Carlo","Cirque","3CQR56*",",,""*"" can be any length of characters or blank","14817606683;14817606690","Indoor Ceiling Fan","Standard Fan with Light Kit","60","233","5.7","33","2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","1,200","15",,,"0.95","3000K","92","25,000","","","Yes","","","No","","","06/15/2020","04/14/2020","United States, Canada","ES_1113136_3CQR56*_04142020071449_8489055","No"
"2379608","Visual Comfort & Co.","Monte Carlo","Cirque","3CQR56MBKD","","014817606690;14817606690","Indoor Ceiling Fan","Standard Fan with Light Kit","60","233","5.7","33","2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","1,200","15",,,"0.95","3000K","92","25,000","","","Yes","","","No","","","06/15/2020","04/14/2020","United States, Canada","ES_1113136_3CQR56MBKD_06152021204159_2403090","No"
"2379606","Visual Comfort & Co.","Monte Carlo","Cirque","3CQR56RZWD","","014817606683;14817606683","Indoor Ceiling Fan","Standard Fan with Light Kit","60","233","5.7","33","2","None","3","No",,"","Shenzhen MTC Lighting Co., Ltd.","","","1,200","15",,,"0.95","3000K","92","25,000","","","Yes","","","No","","","06/15/2020","04/14/2020","United States, Canada","ES_1113136_3CQR56RZWD_061520212041523_6037431","No"
"4015781","Visual Comfort & Co.","Monte Carlo","Cirque 56 LED","3CQR56***",",,(each * to represent a letter, a number or blank)","014817606683;014817606690","Indoor Ceiling Fan","Standard Fan with Light Kit","56","275","2.7","28.1","0.8","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/16/2025","United States, Canada","ES_1113136_3CQR56***_032020250311547_6867203","No"
"2403149","Visual Comfort & Co.","Monte Carlo","Collins Coastal Smart 52","3CLNCSM52***",",,*** is optional to represent any letter or digits for different color and marketing purpose","014817628500;014817628517;14817628500;14817628517","Indoor Ceiling Fan","Standard Fan Only","52","214","5.9","26","1.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/10/2023","10/17/2022","United States, Canada","ES_1113136_3CLNCSM52***_101720220050272_9343811","No"
"2403172","Visual Comfort & Co.","Monte Carlo","Collins Smart 52","3CLNSM52***",",,*** is optional to represent any letter or digits for different color and marketing purpose","014817628470;014817628487;014817628494;14817628470;14817628487;14817628494;14817642452;14817642469","Indoor Ceiling Fan","Standard Fan Only","52","215","4.6","24.2","1.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","03/10/2023","10/17/2022","United States, Canada","ES_1113136_3CLNSM52***_101820220049264_8229441","No"
"4499021","Visual Comfort & Co.","Monte Carlo","LINDEN DC 52 LED","5LDDC52***D",",,*** stand for different colors, where each * can be a letter or a number, or blank","014817624694;014817624700;014817624717;014817624724","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","172","3.1","31","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2025","09/15/2025","United States, Canada","ES_1113136_5LDDC52***D_090220251406611_1772580","No"
"4499049","Visual Comfort & Co.","Monte Carlo","LINDEN DC 52 LED","5LDDC52***D",",,*** stand for different colors, where each * can be a letter or a number, or blank","014817624694;014817624700;014817624717;014817624724","Indoor Ceiling Fan","Standard Fan with Light Kit","52","206","3","29.5","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2025","09/15/2025","United States, Canada","ES_1113136_5LDDC52***D_091520250858230_8090940","No"
"4499023","Visual Comfort & Co.","Monte Carlo","LINDEN DC 52 LED","5LDDC52XXXD","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","206","3","29.5","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2025","09/15/2025","United States, Canada","ES_1113136_5LDDC52XXXD_091520250857278_7541036","No"
"4499024","Visual Comfort & Co.","Monte Carlo","LINDEN DC 52 LED","5LDDC52XXXD","","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","172","3.1","31","0.6","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","04/01/2025","09/15/2025","United States, Canada","ES_1113136_5LDDC52XXXD_091520250901951_8258082","No"
"4016313","Visual Comfort & Co.","Monte Carlo","Loft 62 LED","6LFR62***",",,(each * to represent a letter, a number or blank)","014817611755;014817611762;014817611779","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/25/2025","United States, Canada","ES_1113136_6LFR62***_042520250711278_8212617","Yes"
"4016341","Visual Comfort & Co.","Monte Carlo","Loft 72 LED","6LFR72***",",,(each * to represent a letter, a number or blank)","014817611717;014817611724;014817611731","Indoor Ceiling Fan","Standard Fan with Light Kit","72","288","3.6","33.2","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/01/2025","04/28/2025","United States, Canada","ES_1113136_6LFR72***_032020250256874_3936604","No"
"2330379","Visual Comfort & Co.","Monte Carlo","Maverick","3MAVR60XX","","14817567519;14817567526;14817573626;14817573633;14817576863;14817586244;14817607031;14817640441","Indoor Ceiling Fan","Standard Fan Only","60","229","2.8","26.7","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","12/31/2018","11/29/2018","United States, Canada","ES_1113136_3MAVR60XX_05192016083914_7154913","No"
"4016195","Visual Comfort & Co.","Monte Carlo","Maverick 52","3MAVR52******",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan Only","52","208","2.2","27.1","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/23/2025","United States, Canada","ES_1113136_3MAVR52******_042320250736107_7535179","No"
"4009446","Visual Comfort & Co.","Monte Carlo","Maverick 52 LED","3MAVR52******D",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","229","2.4","30.1","1.2","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/09/2025","United States, Canada","ES_1113136_3MAVR52******D_04092025033130_5161360","No"
"4016369","Visual Comfort & Co.","Monte Carlo","Maverick 60","3MAVR60******",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan Only","60","229","2.8","26.8","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/29/2025","United States, Canada","ES_1113136_3MAVR60******_042920250607506_2333584","No"
"4009448","Visual Comfort & Co.","Monte Carlo","Maverick 60 LED","3MAVR60******D",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","269","4.4","33.7","1.3","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/09/2025","United States, Canada","ES_1113136_3MAVR60******D_040920250530970_6636451","No"
"4016316","Visual Comfort & Co.","Monte Carlo","Maverick 70","3MAVR70******",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan Only","70","250","4.8","29.8","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/25/2025","United States, Canada","ES_1113136_3MAVR70******_031820250837977_3729357","No"
"4009452","Visual Comfort & Co.","Monte Carlo","Maverick 70 LED","3MAVR70******D",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","70","337","5.1","22.1","1.3","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/09/2025","United States, Canada","ES_1113136_3MAVR70******D_040920250606152_6765247","Yes"
"2404957","Visual Comfort & Co.","Monte Carlo","Maverick Coastal 52","3MGMR52******",",,(each * to represent a letter, a number or blank)","014817628579;014817628586;14817628579;14817628586","Outdoor Ceiling Fan","Standard Fan Only","52","238","2.8","24.6","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","06/01/2023","11/25/2022","United States, Canada","ES_1113136_3MGMR52_112220220826142_2548270","No"
"4016383","Visual Comfort & Co.","Monte Carlo","Maverick Coastal 60","3MGMR60******",",,(each * to represent a letter, a number or blank)","","Indoor Ceiling Fan","Standard Fan Only","52","341","2.8","26.7","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","01/31/2025","04/29/2025","United States, Canada","ES_1113136_3MGMR60******_03182025082438_7710714","Yes"
